Store,Date,Actual_Demand,Forecast_Demand,sigma_demand,Safety_Stock,Reorder_Point,Recommended_Inventory,Stockout_Risk_pct
1031,2015-06-24,3762,3784.5042,1521.6111262540842,6621.859350700519,33113.38875070052,59604.91815070052,4.999999999999993
1082,2015-06-24,5635,5255.9927,1500.152624036038,6528.474660543574,43320.42356054357,80112.37246054356,5.000000000000004
1004,2015-06-24,3804,4026.1687,1446.5312230679,6295.121099129595,34478.301999129595,62661.482899129594,5.000000000000004
821,2015-06-24,5940,5264.991,1721.8342051095037,7493.204889694304,44348.1418896943,81203.0788896943,5.000000000000016
30,2015-06-24,3242,3379.7402,982.6042976433107,4276.169741480561,27934.35114148056,51592.53254148056,5.000000000000004
878,2015-06-24,6196,6264.5176,1932.427013089891,8409.678179521146,52261.301379521145,96112.92457952115,5.000000000000016
574,2015-06-24,7132,6930.148,1930.9882717787611,8403.416959134438,56914.45295913444,105425.48895913444,5.000000000000004
894,2015-06-24,6259,6603.8286,2508.4343885398257,10916.389493196633,57143.18969319663,103369.98989319663,5.000000000000004
684,2015-06-24,5858,7053.5312,2341.3518692973316,10189.267481997724,59563.98588199773,108938.70428199774,5.000000000000004
849,2015-06-24,6199,6387.86,1567.4463953510021,6821.328650066445,51536.348650066444,96251.36865006643,5.000000000000004
327,2015-06-24,6036,5872.429,1820.18895823433,7921.232347188537,49028.235347188536,90135.23834718854,5.000000000000004
585,2015-06-24,2983,3503.0688,1021.8249642044012,4446.853126431635,28968.334726431633,53489.81632643163,5.000000000000016
917,2015-06-24,5807,5227.68,2080.5831731103385,9054.435066920154,45648.195066920154,82241.95506692016,5.000000000000004
1025,2015-06-24,5934,6107.4863,1344.6311873093891,5851.665019595423,48604.06911959542,91356.47321959541,5.000000000000016
104,2015-06-24,8687,8310.895,1171.9567040176487,5100.207487454679,63276.47248745468,121452.73748745468,4.999999999999993
55,2015-06-24,4697,4090.8127,1405.8348752793584,6118.015735943708,34753.70463594371,63389.39353594371,5.000000000000004
831,2015-06-24,11910,10649.377,3220.165646663846,14013.753994202127,88559.39299420212,163105.03199420212,5.000000000000004
687,2015-06-24,7935,7307.154,1842.3473161522043,8017.662720917379,59167.74072091738,110317.81872091739,4.999999999999993
1005,2015-06-24,4992,5386.7456,1209.631883303117,5264.165107069994,42971.384307069995,80678.60350706999,4.999999999999993
583,2015-06-24,3545,3421.0474,1025.6805203790545,4463.632019715711,28410.96381971571,52358.29561971571,5.000000000000004
603,2015-06-24,6222,5928.5723,1730.9618045946431,7532.927049290308,49032.93314929031,90532.9392492903,5.000000000000004
362,2015-06-24,7949,7247.8413,2107.4007152681406,9171.141621726716,59906.03072172672,110640.91982172671,5.000000000000004
1074,2015-06-24,3143,3658.2905,1323.8813191243516,5761.364215207147,31369.39771520715,56977.43121520715,5.000000000000004
1098,2015-06-24,4718,4310.8257,1556.090871382516,6771.910844639418,36947.69074463942,67123.47064463943,5.000000000000004
225,2015-06-24,3875,4267.6943,1156.5816304161583,5033.297109935043,34907.157209935045,64781.01730993505,5.000000000000004
154,2015-06-24,6976,6953.4194,2164.421291612644,9419.287964858891,58093.22376485889,106767.15956485888,5.000000000000004
520,2015-06-24,3558,3190.2764,704.2840213710863,3064.9550676894396,25396.889867689442,47728.82466768945,5.000000000000004
58,2015-06-24,5714,5843.4604,1791.5743442666583,7796.705162943388,48700.92796294339,89605.15076294339,5.000000000000004
480,2015-06-24,4045,3856.8174,1468.8276977736775,6392.152539666956,33389.87433966695,60387.59613966695,5.000000000000016
399,2015-06-24,4641,4803.3994,1135.4278898738876,4941.238704081394,38565.03450408139,72188.83030408139,5.000000000000004
63,2015-06-24,4960,5402.7197,1605.3717884995788,6986.375168796987,44805.41306879698,82624.45096879697,5.000000000000004
568,2015-06-24,3751,4118.3057,1128.4038615286097,4910.671020278852,33738.81092027885,62566.95082027884,5.000000000000016
746,2015-06-24,4680,5246.721,1599.5347369509102,6960.97305802692,43688.020058026916,80415.0670580269,5.000000000000016
931,2015-06-24,3600,3349.5566,979.6107249381165,4263.142091335354,27710.038291335353,51156.934491335356,5.000000000000004
544,2015-06-24,10954,11254.093,3513.168885712757,15288.86706665845,94067.51806665846,172846.16906665848,5.000000000000004
117,2015-06-24,3208,3101.5654,1035.7692354938004,4507.536833085207,26218.494633085207,47929.45243308521,5.000000000000004
337,2015-06-24,4053,3908.6506,1006.9316451135268,4382.039283667709,31742.593483667708,59103.1476836677,5.000000000000004
916,2015-06-24,4042,4464.345,911.8940727957372,3968.447777886787,35218.86277788679,66469.27777788679,5.000000000000004
296,2015-06-24,5721,5140.4287,1641.9713778708503,7145.65195701724,43128.65285701724,79111.65375701724,5.000000000000004
141,2015-06-24,4169,4081.5776,1162.5999247623654,5059.48796645816,33630.53116645816,62201.57436645816,5.000000000000004
132,2015-06-24,5411,6030.2227,1194.0222802557485,5196.2340870370335,47407.792987037035,89619.35188703705,5.000000000000004
1016,2015-06-24,4257,4320.2676,1675.9969138314107,7293.726790051427,37535.59999005143,67777.47319005143,5.000000000000004
186,2015-06-24,2841,3070.3684,825.9337843265384,3594.359464409492,25086.93826440949,46579.51706440949,5.000000000000004
284,2015-06-24,4353,3934.2815,1278.0552130429217,5561.934792126785,33101.90529212679,60641.87579212678,5.000000000000004
331,2015-06-24,4535,4466.6885,1198.396691848937,5215.270973540012,36482.09047354001,67748.90997354001,5.000000000000016
191,2015-06-24,5848,5984.8237,941.3386903155787,4096.5870327117445,45990.35293271174,87884.11883271174,5.000000000000004
374,2015-06-24,6315,5613.2124,1786.0383145161118,7772.613061001639,47065.09986100164,86357.58666100164,5.000000000000004
732,2015-06-24,6414,6130.932,1956.3032755038782,8513.584656542687,51430.10865654268,94346.63265654267,5.000000000000004
503,2015-06-24,5247,5219.128,1849.525558610643,8048.901525053903,44582.7975250539,81116.69352505391,5.000000000000004
807,2015-06-24,7891,8163.929,1782.8682573282208,7758.817372688312,64906.32037268831,122053.8233726883,5.000000000000004
487,2015-06-24,5477,5473.321,1273.6491351782236,5542.760098011548,43856.00709801155,82169.25409801156,5.000000000000004
554,2015-06-24,4198,4218.265,783.8121578864294,3411.0514686301717,32938.90646863017,62466.761468630175,5.000000000000027
441,2015-06-24,4998,5344.02,1542.3440586984154,6712.086452885241,44120.22645288524,81528.36645288524,5.000000000000004
168,2015-06-24,6846,6323.136,2152.561801481055,9367.676962371199,53629.62896237121,97891.58096237121,4.999999999999993
275,2015-06-24,4914,4766.115,1444.8521003735889,6287.813769337869,39650.61876933787,73013.42376933787,5.000000000000016
593,2015-06-24,6945,7245.794,1797.5645813538938,7822.773917820775,58543.331917820775,109263.88991782078,4.999999999999993
380,2015-06-24,12877,11151.487,2787.3756899244145,12130.306789804043,90190.71578980405,168251.12478980405,4.999999999999993
406,2015-06-24,5056,5389.7437,1492.4000915750812,6494.736618883367,44222.94251888337,81951.14841888337,4.999999999999993
344,2015-06-24,6806,7798.0464,2356.629521159401,10255.753892417608,64842.07869241761,119428.40349241761,5.000000000000016
195,2015-06-24,9104,8814.985,2134.8323199920846,9290.520499228192,70995.4154992282,132700.3104992282,5.000000000000004
844,2015-06-24,3972,3368.063,1486.1538974468822,6467.553971306432,30043.99497130643,53620.43597130643,5.000000000000004
1109,2015-06-24,3997,3511.5999,1257.5862398160727,5472.856407102665,30054.055707102663,54635.25500710266,5.000000000000004
306,2015-06-24,3640,3715.2979,930.126260740736,4047.7919560044484,30054.877256004445,56061.962556004444,5.000000000000016
820,2015-06-24,9768,9796.696,1833.5496144107258,7979.376234615914,76556.24823461592,145133.12023461593,4.999999999999993
81,2015-06-24,6377,6450.3164,1091.7493944261635,4751.155411106875,49903.37021110688,95055.58501110689,5.000000000000004
240,2015-06-24,4218,4101.3184,973.2222129925304,4235.340094600429,32944.56889460043,61653.797694600435,5.000000000000004
735,2015-06-24,4315,4174.432,1870.5975875325946,8140.604332261004,37361.628332261,66582.652332261,5.000000000000004
973,2015-06-24,5601,5461.2407,1758.7505151989797,7653.860006459359,45882.544906459356,84111.22980645936,5.000000000000016
893,2015-06-24,5711,4947.692,1032.5078809083818,4493.343830034178,39127.18783003418,73761.03183003418,4.999999999999993
341,2015-06-24,4851,4695.124,1218.2210017871812,5301.543865391768,38167.41186539177,71033.27986539177,5.000000000000004
1092,2015-06-24,10524,10488.727,1481.2847080176273,6446.363874181013,79867.45287418102,153288.541874181,5.000000000000004
591,2015-06-24,4856,4587.447,1104.357809436949,4806.025640034698,36918.1546400347,69030.2836400347,5.000000000000004
349,2015-06-24,7577,7261.831,1044.6948853365407,4546.380133355843,55379.19713335585,106212.01413335584,5.000000000000004
523,2015-06-24,12196,11508.071,1854.5739074409655,8070.871301254191,88627.36830125419,169183.8653012542,5.000000000000016
1073,2015-06-24,8675,8173.2773,2410.210972069687,10488.933596227906,67701.8746962279,124914.8157962279,5.000000000000016
11,2015-06-24,5702,5995.236,1378.6101880425258,5999.537337200051,47966.189337200056,89932.84133720005,4.999999999999993
134,2015-06-24,4033,3901.0825,922.6692512089227,4015.3399927896003,31322.9174927896,58630.494992789594,5.000000000000004
941,2015-06-24,3867,4169.6763,1285.3292775488094,5593.590601705736,34781.32470170574,63969.05880170574,5.000000000000004
416,2015-06-24,9065,9119.058,1848.4147631907833,8044.067483746765,71877.47348374677,135710.87948374677,5.000000000000004
634,2015-06-24,5787,4850.8013,2273.5363383084923,9894.142860303691,43849.75196030369,77805.3610603037,5.000000000000004
1105,2015-06-24,3823,3751.5232,1557.386930269646,6777.551129146227,33038.213529146225,59298.87592914623,5.000000000000016
772,2015-06-24,2857,3056.786,653.0391549754382,2841.943884436067,24239.445884436067,45636.94788443607,5.000000000000004
371,2015-06-24,4209,4867.6733,1783.035531263222,7759.545327716706,41833.258427716704,75906.9715277167,5.000000000000016
187,2015-06-24,4438,5032.521,1479.050621253338,6436.641410881993,41664.28841088199,76891.935410882,5.000000000000004
357,2015-06-24,6832,5920.9287,1578.5812563053457,6869.786157938899,48316.2870579389,89762.7879579389,5.000000000000004
561,2015-06-24,5803,5443.776,1837.1277381926343,7994.947777183117,46101.379777183116,84207.81177718312,5.000000000000004
589,2015-06-24,3360,3874.407,1810.879315526663,7880.717958491073,35001.56695849107,62122.415958491074,5.000000000000004
12,2015-06-24,5403,5990.572,2014.8130559867577,8768.211827909265,50702.21582790927,92636.21982790927,4.999999999999993
783,2015-06-24,4663,5483.2637,1393.4255416885042,6064.011884199503,44446.8577841995,82829.7036841995,5.000000000000016
482,2015-06-24,5958,5636.3477,1655.6907816279722,7205.357068584598,46659.7909685846,86114.2248685846,5.000000000000004
1083,2015-06-24,3810,4618.4067,1053.0065161187297,4582.551300262398,36911.398200262396,69240.2451002624,5.000000000000004
77,2015-06-24,5950,5810.2964,1869.1532427352204,8134.3187262102165,48806.39352621022,89478.46832621022,5.000000000000004
494,2015-06-24,7113,6416.154,1541.7109054851853,6709.3310501064925,51622.40905010649,96535.48705010649,5.000000000000004
86,2015-06-24,3842,3674.6533,1227.6445201344243,5342.553826483344,31065.126926483346,56787.70002648335,5.000000000000004
500,2015-06-24,5715,4940.043,851.4572093243024,3705.4341848601916,38285.73518486019,72866.03618486019,5.000000000000004
1012,2015-06-24,3887,4619.8203,1088.8362573878085,4738.477806819904,37077.219906819904,69415.9620068199,5.000000000000016
758,2015-06-24,4339,4093.8818,1150.3906662771003,5006.3548162919915,33663.527416291996,62320.700016292,4.999999999999993
419,2015-06-24,4244,3949.5308,1270.9578142162093,5531.047809260134,33177.76340926014,60824.47900926013,4.999999999999993
811,2015-06-24,3407,3299.1277,607.9241870837063,2645.609244897861,25739.50314489786,48833.39704489786,5.000000000000016
993,2015-06-24,6264,6043.626,2053.2924020961314,8935.669079927708,51241.0510799277,93546.4330799277,5.000000000000004
320,2015-06-24,10859,12066.742,2745.8898147435734,11949.765503171537,96416.95950317154,180884.15350317155,5.000000000000004
115,2015-06-24,6664,6275.269,1468.0429712774894,6388.737509113573,50315.62050911358,94242.50350911358,4.999999999999993
328,2015-06-24,4327,3617.4475,1184.801018746601,5156.1043221476775,30478.23682214768,55800.36932214768,5.000000000000004
56,2015-06-24,5347,6513.1187,1489.6760509525477,6482.881938303829,52074.71283830383,97666.54373830382,5.000000000000004
711,2015-06-24,4248,4654.179,1240.0519547884667,5396.549414294494,37975.80241429449,70555.05541429449,5.000000000000016
989,2015-06-24,4385,4192.4526,1304.5543811330153,5677.255823220422,35024.42402322042,64371.59222322042,5.000000000000004
1035,2015-06-24,3749,3887.0898,1822.6558555624472,7931.967972643397,35141.59657264339,62351.22517264339,5.000000000000016
258,2015-06-24,4595,4577.4272,1166.7062710847579,5077.358266775358,37119.34866677536,69161.33906677537,5.000000000000004
617,2015-06-24,6013,5509.439,1943.1966127651779,8456.546116461554,47022.61911646156,85588.69211646156,5.000000000000004
255,2015-06-24,5202,4952.4336,1363.6195680748997,5934.300053315439,40601.33525331544,75268.37045331544,4.999999999999993
790,2015-06-24,5051,6241.844,1547.753825208732,6735.629073160129,50428.53707316013,94121.44507316014,5.000000000000016
832,2015-06-24,4566,4980.325,1609.2901269328895,7003.427282537575,41865.702282537575,76727.97728253758,5.000000000000004
1003,2015-06-24,5883,5619.7295,2339.6805165535397,10181.993966048847,49520.10046604885,88858.20696604885,5.000000000000004
623,2015-06-24,6226,6013.2725,1905.501486169218,8292.501688671524,50385.409188671525,92478.31668867153,5.000000000000004
668,2015-06-24,7288,6521.057,1786.957666621923,7776.6139651968115,53424.01296519681,99071.4119651968,5.000000000000004
368,2015-06-24,7320,7181.5605,3531.844969977318,15370.143025468116,65641.06652546811,115911.99002546811,5.000000000000004
162,2015-06-24,5488,5853.8677,2161.827749738681,9408.001198343316,50385.07509834331,91362.1489983433,5.000000000000004
543,2015-06-24,2222,1709.3646,1166.1241648367002,5074.825013938747,17040.377213938747,29005.92941393875,5.000000000000004
846,2015-06-24,8624,7918.225,2634.453224694536,11464.80754440384,66892.38254440384,122319.95754440385,5.000000000000016
420,2015-06-24,4167,4263.6553,853.2031491931414,3713.032294552445,33558.61939455245,63404.206494552454,5.000000000000004
20,2015-06-24,8160,7122.071,1470.2216382291606,6398.218792390924,56252.715792390925,106107.21279239093,5.000000000000016
99,2015-06-24,4067,4218.412,1115.66306041199,4855.224663746746,34384.108663746745,63912.99266374674,5.000000000000016
616,2015-06-24,6388,6776.159,1945.1088389605072,8464.867883234756,55897.980883234755,103331.09388323475,5.000000000000004
967,2015-06-24,6748,6374.5825,2031.376753003655,8840.294944338315,53462.37244433831,98084.44994433831,5.000000000000016
1053,2015-06-24,6874,6807.4087,2217.7108994035593,9651.19760429098,57303.05850429098,104954.91940429098,5.000000000000004
950,2015-06-24,4327,4618.6743,1587.7309972222079,6909.604674247968,39240.324774247965,71571.04487424796,5.000000000000004
49,2015-06-24,6216,5920.248,1537.7054917344753,6691.89999558742,48133.635995587414,89575.37199558741,5.000000000000016
727,2015-06-24,4033,3710.9082,1198.4528512968748,5215.515372361129,31191.87277236113,57168.23017236113,5.000000000000004
404,2015-06-24,4636,4154.3535,1306.990913176689,5687.859302794341,34768.33380279434,63848.808302794336,5.000000000000016
536,2015-06-24,6724,6737.115,2240.452372476003,9750.165621490085,56909.97062149009,104069.77562149009,5.000000000000004
370,2015-06-24,6061,6112.1045,1692.0654507598526,7363.655032343941,50148.38653234394,92933.11803234395,5.000000000000016
427,2015-06-24,5485,5609.432,2128.777545970897,9264.17088776913,48530.19488776913,87796.21888776912,4.999999999999993
315,2015-06-24,3671,3472.5981,1041.7671304197447,4533.638913909011,28841.82561390901,53150.012313909014,5.000000000000004
116,2015-06-24,6972,5624.7407,1292.7290281531846,5625.793381303611,44998.978281303614,84372.16318130362,4.999999999999993
259,2015-06-24,10821,11844.943,3040.853685526742,13233.410997189954,96148.01199718995,179062.61299718995,4.999999999999993
133,2015-06-24,5220,4519.8916,1570.3212867684624,6833.839814243998,38473.081014244,70112.322214244,4.999999999999993
638,2015-06-24,4890,4894.984,1128.95571164265,4913.072602243384,39177.96060224339,73442.8486022434,5.000000000000016
676,2015-06-24,7937,7752.17,2895.9913398057474,12602.988373415843,66868.17837341584,121133.36837341584,5.000000000000016
1106,2015-06-24,4316,4046.8994,1216.5355865462113,5294.209151232109,33622.50495123211,61950.80075123211,4.999999999999993
686,2015-06-24,4781,5136.39,2182.394694435192,9497.505942823731,45452.23594282373,81406.96594282374,5.000000000000004
394,2015-06-24,5996,6642.2227,2072.077939775843,9017.421366169576,55512.98026616958,102008.53916616959,5.000000000000004
988,2015-06-24,4548,4332.7456,742.1905175679634,3229.919349274004,33559.138549274,63888.357749274,5.000000000000016
642,2015-06-24,3290,2862.9155,625.8475825244722,2723.609597056117,22764.01809705612,42804.426597056125,4.999999999999993
708,2015-06-24,4503,4474.1587,1098.181654885212,4779.147795844327,36098.25869584433,67417.36959584433,5.000000000000004
882,2015-06-24,5448,4998.1216,962.2014485471337,4187.37912031768,39174.230320317685,74161.08152031769,5.000000000000004
914,2015-06-24,7436,7373.444,1830.0959160844395,7964.3461759091815,59578.45417590918,111192.56217590917,5.000000000000004
215,2015-06-24,4312,4719.8228,1543.6626976570774,6717.82500301014,39756.58460301014,72795.34420301014,5.000000000000004
70,2015-06-24,5069,5078.967,1582.2656842017027,6885.820322579594,42438.589322579595,77991.35832257959,5.000000000000004
1019,2015-06-24,6539,6546.8696,2464.7683353870107,10726.360347517351,56554.44754751735,102382.53474751735,5.000000000000004
152,2015-06-24,5036,4571.1636,1825.3774419957967,7943.811972901717,39941.95717290172,71940.10237290172,4.999999999999993
22,2015-06-24,4063,3915.1194,1163.3791255025858,5062.878949619807,32468.71474961981,59874.55054961981,5.000000000000004
628,2015-06-24,4571,4607.9414,1733.9180852729928,7545.792409246907,39801.382209246905,72056.9720092469,5.000000000000004
881,2015-06-24,3811,3087.5842,1442.3838621348846,6277.072308409572,27890.16170840957,49503.25110840957,5.000000000000004
501,2015-06-24,4264,4006.2854,1132.5860759960892,4928.87148917677,32972.86928917677,61016.86708917677,5.000000000000004
810,2015-06-24,4165,4503.628,1056.9437185290105,4599.685507647108,36125.081507647104,67650.4775076471,5.000000000000004
845,2015-06-24,4090,3884.1953,962.3775013852019,4188.145280022919,31377.51238002292,58566.87948002292,4.999999999999993
435,2015-06-24,2698,2763.4778,827.1813412211172,3599.78867437343,22944.13327437343,42288.477874373435,5.000000000000004
779,2015-06-24,6038,5750.029,2720.568689704835,11839.571166579895,52089.7741665799,92339.97716657989,5.000000000000004
597,2015-06-24,4209,4407.1763,819.1987962735856,3565.049647436022,34415.28374743602,65265.51784743602,5.000000000000027
179,2015-06-24,5749,5692.5527,2114.4473205224017,9201.807557384334,49049.67645738434,88897.54535738434,4.999999999999993
522,2015-06-24,6574,6799.393,1607.1363037560266,6994.054116228928,54589.805116228934,102185.55611622894,5.000000000000004
691,2015-06-24,7277,6248.317,1926.4177883839982,8383.526792926637,52121.74579292664,95859.96479292664,4.999999999999993
1060,2015-06-24,6222,6028.2007,1844.5696143190037,8027.33388172973,50224.73878172973,92422.14368172974,5.000000000000016
1086,2015-06-24,4255,4266.5103,2201.835749509057,9582.110957933788,39447.683057933784,69313.25515793377,5.000000000000016
959,2015-06-24,6201,5428.5767,1784.1662726623174,7764.4661714051035,45764.5030714051,83764.5399714051,5.000000000000004
147,2015-06-24,6590,6434.9277,1775.3891012731578,7726.269030602715,52770.762930602716,97815.25683060271,5.000000000000004
412,2015-06-24,6671,7676.0435,2051.6161112196464,8928.374073849332,62660.678573849334,116392.98307384933,5.000000000000004
1085,2015-06-24,5573,5020.3105,1723.2621110696632,7499.418956002744,42641.59245600274,77783.76595600274,5.000000000000004
265,2015-06-24,4326,4262.0767,1787.5455737297714,7779.172462642235,37613.709362642236,67448.24626264223,5.000000000000004
118,2015-06-24,5884,6211.891,2075.677543446428,9033.0863864981,52516.323386498094,95999.56038649808,5.000000000000004
633,2015-06-24,5218,5894.8047,1231.5607124724886,5359.596600688599,46623.2295006886,87886.8624006886,5.000000000000004
578,2015-06-24,7158,7400.18,1851.5795443878023,8057.840211614492,59859.100211614495,111660.36021161449,5.000000000000004
726,2015-06-24,9512,8819.47,3294.3023137657838,14336.387401521706,76072.6774015217,137808.9674015217,5.000000000000016
75,2015-06-24,4818,4817.4526,884.0705594142348,3847.3633634291887,37569.53156342919,71291.69976342919,4.999999999999993
741,2015-06-24,5615,6465.334,1491.5076365493521,6490.852767381995,51748.190767381995,97005.528767382,4.999999999999993
545,2015-06-24,9070,8986.283,3266.5433839626835,14215.584046636533,77119.56504663653,140023.54604663653,5.000000000000004
131,2015-06-24,4164,4370.2847,1062.6017625371874,4624.3086002203445,35216.30150022035,65808.29440022034,5.000000000000004
431,2015-06-24,8124,8008.3467,1897.9886658939986,8259.806844153616,64318.233744153615,120376.66064415361,5.000000000000004
1049,2015-06-24,3184,3125.7874,761.7032796351152,3314.83642415795,25195.34822415795,47075.860024157955,4.999999999999993
493,2015-06-24,6859,7215.9067,1861.2163891193547,8099.778542174663,58611.125442174656,109122.47234217465,5.000000000000016
1051,2015-06-24,6609,5861.011,1865.7043549903249,8119.30960254583,49146.386602545834,90173.46360254585,5.000000000000004
414,2015-06-24,4793,5239.794,1241.0216573545235,5400.769437330373,42079.32743733037,78757.88543733038,5.000000000000004
316,2015-06-24,7863,8290.674,2645.6194468349363,11513.401532195212,69548.11953219523,127582.83753219523,4.999999999999993
359,2015-06-24,5070,5119.0967,1231.650704794461,5359.988235902396,41193.665135902396,77027.3420359024,4.999999999999993
767,2015-06-24,4443,4497.035,1528.5576688913116,6652.089826492717,38131.33482649272,69610.57982649271,4.999999999999993
791,2015-06-24,7360,6920.7793,2403.113589520467,10458.046684198842,58903.501784198845,107348.95688419885,5.000000000000004
97,2015-06-24,5519,5892.681,1898.8587933918038,8263.593529074768,49512.360529074766,90761.12752907476,5.000000000000004
454,2015-06-24,5035,4553.5947,2132.9159157004447,9282.180549907791,41157.343449907785,73032.50634990778,5.000000000000004
356,2015-06-24,5484,4715.876,983.7384686554775,4281.10551041168,37292.23751041168,70303.36951041168,4.999999999999993
210,2015-06-24,2091,2301.0486,702.081176332848,3055.3685644344905,19162.70876443449,35270.04896443449,5.000000000000004
28,2015-06-24,3466,3692.2512,1533.0489900023165,6671.635488444547,32517.39388844455,58363.15228844455,5.000000000000004
361,2015-06-24,4304,4387.5225,1430.8933388364162,6227.067002956975,36939.724502956975,67652.38200295698,5.000000000000004
664,2015-06-24,3733,4052.5422,1398.6469689232415,6086.734875745618,34454.530275745616,62822.32567574561,5.000000000000004
398,2015-06-24,4007,3944.2,1276.504181010753,5555.184896711169,33164.58489671117,60773.98489671116,5.000000000000004
69,2015-06-24,7255,7080.992,1589.22374205107,6916.100911119965,56483.04491111997,106049.98891111997,4.999999999999993
83,2015-06-24,3824,3411.187,783.5690200584772,3409.993363525816,27288.302363525818,51166.61136352582,5.000000000000004
877,2015-06-24,5785,4879.39,1293.619838363226,5629.670074774947,39785.40007477495,73941.13007477496,4.999999999999993
806,2015-06-24,4999,5089.127,1926.003407690857,8381.723460511224,44005.61246051123,79629.50146051124,5.000000000000004
52,2015-06-24,5210,4931.5625,1609.238095225961,7003.200847123746,41524.13834712375,76045.07584712375,5.000000000000004
750,2015-06-24,3706,3888.939,1022.8153960919675,4451.1633608553675,31673.736360855368,58896.30936085537,5.000000000000004
8,2015-06-24,5005,5129.5425,1817.8114844789313,7910.885881822587,43817.683381822586,79724.48088182259,5.000000000000016
784,2015-06-24,5204,5782.797,2176.4214813238355,9471.51127413822,49951.090274138216,90430.66927413821,5.000000000000004
304,2015-06-24,4996,5131.306,1463.2463765957896,6367.86333515644,42287.00533515644,78206.14733515645,5.000000000000004
364,2015-06-24,4731,4227.471,1187.974300198042,5169.914042048557,34762.211042048555,64354.508042048554,5.000000000000004
773,2015-06-24,4547,4392.564,916.5289217301454,3988.618054789895,34736.5660547899,65484.51405478991,4.999999999999993
778,2015-06-24,4141,4528.965,1297.4629111258353,5646.39464182721,37349.149641827215,69051.90464182722,4.999999999999993
329,2015-06-24,5610,6038.0425,1943.2404874214665,8456.73705342172,50723.03455342172,92989.33205342172,5.000000000000004
876,2015-06-24,7012,7605.514,3641.314911705235,15846.542379247945,69085.14037924794,122323.73837924794,5.000000000000004
297,2015-06-24,5244,5577.172,1815.3966591037586,7900.376866927131,46940.58086692713,85980.78486692713,5.000000000000004
975,2015-06-24,7136,6561.6284,1724.9564582210808,7506.792540708035,53438.19134070803,99369.59014070802,5.000000000000004
25,2015-06-24,9138,9128.486,2125.720206283581,9250.865731775324,73150.26773177533,137049.66973177533,5.000000000000004
594,2015-06-24,4212,3331.9,1153.9752308144805,5021.954388213153,28345.25438821315,51668.554388213146,5.000000000000016
504,2015-06-24,5202,5108.9106,1240.9224085888459,5400.337519243217,41162.71171924321,76925.08591924321,5.000000000000016
218,2015-06-24,4087,4029.5386,1533.4882589149124,6673.547131246152,34880.31733124615,63087.08753124615,5.000000000000004
408,2015-06-24,3760,3575.301,1012.9342400731878,4408.161818444351,29435.26881844435,54462.37581844435,5.000000000000016
895,2015-06-24,8206,7750.752,1690.3622749841804,7356.243026581478,61611.50702658148,115866.77102658148,5.000000000000004
237,2015-06-24,4474,4096.17,644.594197391159,2805.192496133987,31478.38249613399,60151.57249613399,5.000000000000004
234,2015-06-24,7417,8092.98,3349.6164096735183,14577.107357423904,71227.9673574239,127878.8273574239,5.000000000000016
851,2015-06-24,4034,4040.0715,926.3389470531702,4031.310045401058,32311.81054540106,60592.31104540106,5.000000000000016
176,2015-06-24,4711,4143.988,1688.9460033698128,7350.079591475808,36357.99559147581,65365.911591475815,5.000000000000004
7,2015-06-24,6913,7388.3833,2006.5779344188334,8732.373619435486,60451.05671943549,112169.73981943549,5.000000000000004
91,2015-06-24,3299,3308.5605,1162.1782011655237,5057.652678653692,28217.576178653693,51377.499678653694,5.000000000000004
396,2015-06-24,8802,8495.443,2964.1517590323797,12899.613905140679,72367.71490514067,131835.81590514065,5.000000000000004
673,2015-06-24,5945,5967.588,1631.2016588160113,7098.7835005521065,48871.8995005521,90645.0155005521,5.000000000000004
205,2015-06-24,4741,4849.994,1578.0687236466406,6867.555680571832,40817.51368057183,74767.47168057182,5.000000000000016
1043,2015-06-24,6402,5780.627,1423.6865537920619,6195.703985093187,46660.092985093186,87124.48198509318,5.000000000000016
479,2015-06-24,8760,9472.949,2398.8814194052616,10439.628814634416,76750.27181463443,143060.91481463442,5.000000000000004
442,2015-06-24,3142,3172.2139,1210.6858814111456,5268.751973652949,27474.249273652953,49679.746573652956,5.000000000000004
986,2015-06-24,4421,4035.6572,1403.9926646171618,6109.998667923538,34359.59906792354,62609.199467923536,4.999999999999993
822,2015-06-24,4724,5225.907,1696.950984465419,7384.916257694605,43966.265257694606,80547.6142576946,5.000000000000004
1081,2015-06-24,6518,6010.7666,2031.1228014284932,8839.189779172528,50914.555979172525,92989.92217917251,5.000000000000004
519,2015-06-24,3288,3807.7449,1197.029834272284,5209.322582082519,31863.536882082517,58517.75118208252,5.000000000000004
805,2015-06-24,3745,4373.086,1469.9068310454331,6396.848791306374,37008.45079130638,67620.05279130639,4.999999999999993
460,2015-06-24,2647,2739.5938,1314.7484742621714,5721.619228393068,24898.77582839307,44075.93242839308,5.000000000000004
283,2015-06-24,6267,6200.1055,1378.893363134576,6000.769679418654,49401.508179418655,92802.24667941866,5.000000000000004
390,2015-06-24,8749,9074.808,2491.3751658956044,10842.149911852079,74365.80591185208,137889.46191185206,5.000000000000016
339,2015-06-24,4583,4399.674,1130.071365867677,4917.927788456652,35715.645788456655,66513.36378845666,4.999999999999993
323,2015-06-24,5780,5920.8047,1435.67408013372,6247.872184988449,47693.50508498844,89139.13798498844,5.000000000000016
